Date	Anzahl	Dose1	Dose2	Dose3	Dose4	Anzahl_roll_av	Dose1_roll_av	Dose2_roll_av	Dose3_roll_av	Dose4_roll_av
2020-12-27	24421	24421	0.0	0.0	0.0	24421.0	24421.0	0.0	0.0	0.0
2020-12-28	18007	18007	0.0	0.0	0.0	21214.0	21214.0	0.0	0.0	0.0
2020-12-29	50055	50055	0.0	0.0	0.0	30827.7	30827.7	0.0	0.0	0.0
2020-12-30	64066	64066	0.0	0.0	0.0	39137.2	39137.2	0.0	0.0	0.0
2020-12-31	49939	49939	0.0	0.0	0.0	41297.6	41297.6	0.0	0.0	0.0
2021-01-01	25672	25672	0.0	0.0	0.0	38693.3	38693.3	0.0	0.0	0.0
2021-01-02	47803	47803	0.0	0.0	0.0	39994.7	39994.7	0.0	0.0	0.0
2021-01-03	22573	22573	0.0	0.0	0.0	39730.7	39730.7	0.0	0.0	0.0
2021-01-04	46333	46333	0.0	0.0	0.0	43777.3	43777.3	0.0	0.0	0.0
2021-01-05	52478	52478	0.0	0.0	0.0	44123.4	44123.4	0.0	0.0	0.0
2021-01-06	63084	63084	0.0	0.0	0.0	43983.1	43983.1	0.0	0.0	0.0
2021-01-07	54908	54908	0.0	0.0	0.0	44693.0	44693.0	0.0	0.0	0.0
2021-01-08	62875	62875	0.0	0.0	0.0	50007.7	50007.7	0.0	0.0	0.0
2021-01-09	60598	60598	0.0	0.0	0.0	51835.6	51835.6	0.0	0.0	0.0
2021-01-10	35845	35845	0.0	0.0	0.0	53731.6	53731.6	0.0	0.0	0.0
2021-01-11	68768	68768	0.0	0.0	0.0	56936.6	56936.6	0.0	0.0	0.0
2021-01-12	79316	79316	0.0	0.0	0.0	60770.6	60770.6	0.0	0.0	0.0
2021-01-13	112437	112437	0.0	0.0	0.0	67821.0	67821.0	0.0	0.0	0.0
2021-01-14	84123	84123	0.0	0.0	0.0	71994.6	71994.6	0.0	0.0	0.0
2021-01-15	91865	90882	983.0	0.0	0.0	76136.0	75995.6	140.4	0.0	0.0
2021-01-16	58098	56854	1244.0	0.0	0.0	75778.9	75460.7	318.1	0.0	0.0
2021-01-17	47841	30757	17084.0	0.0	0.0	77492.6	74733.9	2758.7	0.0	0.0
2021-01-18	83312	67552	15760.0	0.0	0.0	79570.3	74560.1	5010.1	0.0	0.0
2021-01-19	119879	83804	36075.0	0.0	0.0	85365.0	75201.3	10163.7	0.0	0.0
2021-01-20	132947	78999	53948.0	0.0	0.0	88295.0	70424.4	17870.6	0.0	0.0
2021-01-21	105640	64530	41110.0	0.0	0.0	91368.9	67625.4	23743.4	0.0	0.0
2021-01-22	102408	68780	33628.0	0.0	0.0	92875.0	64468.0	28407.0	0.0	0.0
2021-01-23	87092	40772	46320.0	0.0	0.0	97017.0	62170.6	34846.4	0.0	0.0
2021-01-24	47835	25705	22130.0	0.0	0.0	97016.1	61448.9	35567.3	0.0	0.0
2021-01-25	91049	52342	38707.0	0.0	0.0	98121.4	59276.0	38845.4	0.0	0.0
2021-01-26	98705	51357	47348.0	0.0	0.0	95096.6	54640.7	40455.9	0.0	0.0
2021-01-27	109637	51183	58454.0	0.0	0.0	91766.6	50667.0	41099.6	0.0	0.0
2021-01-28	92744	46999	45745.0	0.0	0.0	89924.3	48162.6	41761.7	0.0	0.0
2021-01-29	107829	49886	57943.0	0.0	0.0	90698.7	45463.4	45235.3	0.0	0.0
2021-01-30	88165	34670	53495.0	0.0	0.0	90852.0	44591.7	46260.3	0.0	0.0
2021-01-31	57243	25808	31435.0	0.0	0.0	92196.0	44606.4	47589.6	0.0	0.0
2021-02-01	120501	58397	62104.0	0.0	0.0	96403.4	45471.4	50932.0	0.0	0.0
2021-02-02	132885	65525	67360.0	0.0	0.0	101286.3	47495.4	53790.9	0.0	0.0
2021-02-03	163115	64625	98490.0	0.0	0.0	108926.0	49415.7	59510.3	0.0	0.0
2021-02-04	134661	62149	72512.0	0.0	0.0	114914.1	51580.0	63334.1	0.0	0.0
2021-02-05	147586	69419	78167.0	0.0	0.0	120593.7	54370.4	66223.3	0.0	0.0
2021-02-06	94199	45606	48593.0	0.0	0.0	121455.7	55932.7	65523.0	0.0	0.0
2021-02-07	53580	28305	25275.0	0.0	0.0	120932.4	56289.4	64643.0	0.0	0.0
2021-02-08	109514	53022	56492.0	0.0	0.0	119362.9	55521.6	63841.3	0.0	0.0
2021-02-09	134757	60248	74509.0	0.0	0.0	119630.3	54767.7	64862.6	0.0	0.0
2021-02-10	155554	77790	77764.0	0.0	0.0	118550.1	56648.4	61901.7	0.0	0.0
2021-02-11	144750	75688	69062.0	0.0	0.0	119991.4	58582.6	61408.9	0.0	0.0
2021-02-12	156307	80300	76007.0	0.0	0.0	121237.3	60137.0	61100.3	0.0	0.0
2021-02-13	107888	62058	45830.0	0.0	0.0	123192.9	62487.3	60705.6	0.0	0.0
2021-02-14	65475	39637	25838.0	0.0	0.0	124892.1	64106.1	60786.0	0.0	0.0
2021-02-15	125950	70175	55775.0	0.0	0.0	127240.1	66556.6	60683.6	0.0	0.0
2021-02-16	134975	78282	56693.0	0.0	0.0	127271.3	69132.9	58138.4	0.0	0.0
2021-02-17	151950	95441	56509.0	0.0	0.0	126756.4	71654.4	55102.0	0.0	0.0
2021-02-18	145251	91850	53401.0	0.0	0.0	126828.0	73963.3	52864.7	0.0	0.0
2021-02-19	158973	103156	55817.0	0.0	0.0	127208.9	77228.4	49980.4	0.0	0.0
2021-02-20	112558	76196	36362.0	0.0	0.0	127876.0	79248.1	48627.9	0.0	0.0
2021-02-21	86048	57726	28322.0	0.0	0.0	130815.0	81832.3	48982.7	0.0	0.0
2021-02-22	156696	98324	58372.0	0.0	0.0	135207.3	85853.6	49353.7	0.0	0.0
2021-02-23	170645	110039	60606.0	0.0	0.0	140303.0	90390.3	49912.7	0.0	0.0
2021-02-24	177197	117683	59514.0	0.0	0.0	143909.7	93567.7	50342.0	0.0	0.0
2021-02-25	190440	130963	59477.0	0.0	0.0	150365.3	99155.3	51210.0	0.0	0.0
2021-02-26	214289	146578	67711.0	0.0	0.0	158267.6	105358.4	52909.1	0.0	0.0
2021-02-27	148351	108492	39859.0	0.0	0.0	163380.9	109972.1	53408.7	0.0	0.0
2021-02-28	103607	79403	24204.0	0.0	0.0	165889.3	113068.9	52820.4	0.0	0.0
2021-03-01	199397	149436	49961.0	0.0	0.0	171989.4	120370.6	51618.9	0.0	0.0
2021-03-02	220206	167950	52256.0	0.0	0.0	179069.6	128643.6	50426.0	0.0	0.0
2021-03-03	248644	177773	70871.0	0.0	0.0	189276.3	137227.9	52048.4	0.0	0.0
2021-03-04	245760	182565	63195.0	0.0	0.0	197179.1	144599.6	52579.6	0.0	0.0
2021-03-05	276026	208520	67506.0	0.0	0.0	205998.7	153448.4	52550.3	0.0	0.0
2021-03-06	202980	154230	48750.0	0.0	0.0	213802.9	159982.4	53820.4	0.0	0.0
2021-03-07	147917	114370	33547.0	0.0	0.0	220132.9	164977.7	55155.1	0.0	0.0
2021-03-08	238623	186679	51944.0	0.0	0.0	225736.6	170298.1	55438.4	0.0	0.0
2021-03-09	253242	198242	55000.0	0.0	0.0	230456.0	174625.6	55830.4	0.0	0.0
2021-03-10	289584	222086	67498.0	0.0	0.0	236304.6	180956.0	55348.6	0.0	0.0
2021-03-11	284900	223914	60986.0	0.0	0.0	241896.0	186863.0	55033.0	0.0	0.0
2021-03-12	328655	257497	71158.0	0.0	0.0	249414.4	193859.7	55554.7	0.0	0.0
2021-03-13	241641	191241	50400.0	0.0	0.0	254937.4	199147.0	55790.4	0.0	0.0
2021-03-14	170470	134769	35701.0	0.0	0.0	258159.3	202061.1	56098.1	0.0	0.0
2021-03-15	249608	190279	59329.0	0.0	0.0	259728.6	202575.4	57153.1	0.0	0.0
2021-03-16	179608	111209	68399.0	0.0	0.0	249209.4	190142.1	59067.3	0.0	0.0
2021-03-17	206077	124877	81200.0	0.0	0.0	237279.9	176255.1	61024.7	0.0	0.0
2021-03-18	194113	118310	75803.0	0.0	0.0	224310.3	161168.9	63141.4	0.0	0.0
2021-03-19	246274	161586	84688.0	0.0	0.0	212541.6	147467.3	65074.3	0.0	0.0
2021-03-20	221367	167959	53408.0	0.0	0.0	209645.3	144141.3	65504.0	0.0	0.0
2021-03-21	164947	126616	38331.0	0.0	0.0	208856.3	142976.6	65879.7	0.0	0.0
2021-03-22	270359	193617	76742.0	0.0	0.0	211820.7	143453.4	68367.3	0.0	0.0
2021-03-23	302481	218062	84419.0	0.0	0.0	229374.0	158718.1	70655.9	0.0	0.0
2021-03-24	342030	252343	89687.0	0.0	0.0	248795.9	176927.6	71868.3	0.0	0.0
2021-03-25	334456	253068	81388.0	0.0	0.0	268844.9	196178.7	72666.1	0.0	0.0
2021-03-26	375923	286853	89070.0	0.0	0.0	287366.1	214074.0	73292.1	0.0	0.0
2021-03-27	282581	220018	62563.0	0.0	0.0	296111.0	221511.0	74600.0	0.0	0.0
2021-03-28	196759	143418	53341.0	0.0	0.0	300655.6	223911.3	76744.3	0.0	0.0
2021-03-29	306881	217909	88972.0	0.0	0.0	305873.0	227381.6	78491.4	0.0	0.0
2021-03-30	330596	238084	92512.0	0.0	0.0	309889.4	230241.9	79647.6	0.0	0.0
2021-03-31	337514	235870	101644.0	0.0	0.0	309244.3	227888.6	81355.7	0.0	0.0
2021-04-01	333884	242993	90891.0	0.0	0.0	309162.6	226449.3	82713.3	0.0	0.0
2021-04-02	226654	158670	67984.0	0.0	0.0	287838.4	208137.4	79701.0	0.0	0.0
2021-04-03	232480	167794	64686.0	0.0	0.0	280681.1	200676.9	80004.3	0.0	0.0
2021-04-04	193484	142917	50567.0	0.0	0.0	280213.3	200605.3	79608.0	0.0	0.0
2021-04-05	248504	178071	70433.0	0.0	0.0	271873.7	194914.1	76959.6	0.0	0.0
2021-04-06	392338	297516	94822.0	0.0	0.0	280694.0	203404.4	77289.6	0.0	0.0
2021-04-07	725200	628269	96931.0	0.0	0.0	336077.7	259461.4	76616.3	0.0	0.0
2021-04-08	719443	631382	88061.0	0.0	0.0	391157.6	314945.6	76212.0	0.0	0.0
2021-04-09	623675	534333	89342.0	0.0	0.0	447874.9	368611.7	79263.1	0.0	0.0
2021-04-10	369336	304028	65308.0	0.0	0.0	467425.7	388073.7	79352.0	0.0	0.0
2021-04-11	260994	210556	50438.0	0.0	0.0	477070.0	397736.4	79333.6	0.0	0.0
2021-04-12	413110	336264	76846.0	0.0	0.0	500585.1	420335.4	80249.7	0.0	0.0
2021-04-13	604042	530093	73949.0	0.0	0.0	530828.6	453560.7	77267.9	0.0	0.0
2021-04-14	808702	724811	83891.0	0.0	0.0	542757.4	467352.4	75405.0	0.0	0.0
2021-04-15	683923	613281	70642.0	0.0	0.0	537683.1	464766.6	72916.6	0.0	0.0
2021-04-16	584283	509663	74620.0	0.0	0.0	532055.7	461242.3	70813.4	0.0	0.0
2021-04-17	359374	302710	56664.0	0.0	0.0	530632.6	461054.0	69578.6	0.0	0.0
2021-04-18	267050	227948	39102.0	0.0	0.0	531497.7	463538.6	67959.1	0.0	0.0
2021-04-19	399656	337707	61949.0	0.0	0.0	529575.7	463744.7	65831.0	0.0	0.0
2021-04-20	590672	526974	63698.0	0.0	0.0	527665.7	463299.1	64366.6	0.0	0.0
2021-04-21	750490	676121	74369.0	0.0	0.0	519349.7	456343.4	63006.3	0.0	0.0
2021-04-22	641575	573390	68185.0	0.0	0.0	513300.0	450644.7	62655.3	0.0	0.0
2021-04-23	543553	473717	69836.0	0.0	0.0	507481.4	445509.6	61971.9	0.0	0.0
2021-04-24	362697	303461	59236.0	0.0	0.0	507956.1	445616.9	62339.3	0.0	0.0
2021-04-25	280120	230791	49329.0	0.0	0.0	509823.3	446023.0	63800.3	0.0	0.0
2021-04-26	437610	362770	74840.0	0.0	0.0	515245.3	449603.4	65641.9	0.0	0.0
2021-04-27	860336	764566	95770.0	0.0	0.0	553768.7	483545.1	70223.6	0.0	0.0
2021-04-28	1164320	1030873	133447.0	0.0	0.0	612887.3	534224.0	78663.3	0.0	0.0
2021-04-29	950002	812498	137504.0	0.0	0.0	656948.3	568382.3	88566.0	0.0	0.0
2021-04-30	770819	633211	137608.0	0.0	0.0	689414.9	591167.1	98247.7	0.0	0.0
2021-05-01	323983	250796	73187.0	0.0	0.0	683884.3	583643.6	100240.7	0.0	0.0
2021-05-02	258807	193654	65153.0	0.0	0.0	680839.6	578338.3	102501.3	0.0	0.0
2021-05-03	455892	339539	116353.0	0.0	0.0	683451.3	575019.6	108431.7	0.0	0.0
2021-05-04	899966	733930	166036.0	0.0	0.0	689112.7	570643.0	118469.7	0.0	0.0
2021-05-05	1211282	971531	239751.0	0.0	0.0	695821.6	562165.6	133656.0	0.0	0.0
2021-05-06	1003811	779051	224760.0	0.0	0.0	703508.6	557387.4	146121.1	0.0	0.0
2021-05-07	860771	626351	234420.0	0.0	0.0	716358.9	556407.4	159951.4	0.0	0.0
2021-05-08	413236	261437	151799.0	0.0	0.0	729109.3	557927.6	171181.7	0.0	0.0
2021-05-09	280543	179384	101159.0	0.0	0.0	732214.4	555889.0	176325.4	0.0	0.0
2021-05-10	605187	412658	192529.0	0.0	0.0	753542.3	566334.6	187207.7	0.0	0.0
2021-05-11	1168068	866635	301433.0	0.0	0.0	791842.6	585292.4	206550.1	0.0	0.0
2021-05-12	1472687	1096853	375834.0	0.0	0.0	829186.1	603195.6	225990.6	0.0	0.0
2021-05-13	414244	259310	154934.0	0.0	0.0	744962.3	528946.9	216015.4	0.0	0.0
2021-05-14	741873	519247	222626.0	0.0	0.0	727976.9	513646.3	214330.6	0.0	0.0
2021-05-15	393617	234172	159445.0	0.0	0.0	725174.1	509751.3	215422.9	0.0	0.0
2021-05-16	274276	158794	115482.0	0.0	0.0	724278.9	506809.9	217469.0	0.0	0.0
2021-05-17	552548	353664	198884.0	0.0	0.0	716759.0	498382.1	218376.9	0.0	0.0
2021-05-18	930462	557658	372804.0	0.0	0.0	682815.3	454242.6	228572.7	0.0	0.0
2021-05-19	1188760	621887	566873.0	0.0	0.0	642254.3	386390.3	255864.0	0.0	0.0
2021-05-20	984818	483518	501300.0	0.0	0.0	723764.9	418420.0	305344.9	0.0	0.0
2021-05-21	845800	420618	425182.0	0.0	0.0	738611.6	404330.1	334281.4	0.0	0.0
2021-05-22	396853	185853	211000.0	0.0	0.0	739073.9	397427.4	341646.4	0.0	0.0
2021-05-23	271928	122757	149171.0	0.0	0.0	738738.4	392279.3	346459.1	0.0	0.0
2021-05-24	315945	141944	174001.0	0.0	0.0	704938.0	362033.6	342904.4	0.0	0.0
2021-05-25	685020	311305	373715.0	0.0	0.0	669874.9	326840.3	343034.6	0.0	0.0
2021-05-26	1272314	593430	678884.0	0.0	0.0	681811.1	322775.0	359036.1	0.0	0.0
2021-05-27	1055957	496377	559580.0	0.0	0.0	691973.9	324612.0	367361.9	0.0	0.0
2021-05-28	889900	439828	450072.0	0.0	0.0	698273.9	327356.3	370917.6	0.0	0.0
2021-05-29	405940	181720	224220.0	0.0	0.0	699572.0	326765.9	372806.1	0.0	0.0
2021-05-30	273440	102589	170851.0	0.0	0.0	699788.0	323884.7	375903.3	0.0	0.0
2021-05-31	580920	248941	331979.0	0.0	0.0	737641.6	339170.0	398471.6	0.0	0.0
2021-06-01	1026605	499658	526697.0	250.0	0.0	786439.4	366077.6	420326.1	35.7	0.0
